OUTPUT FROM: poly3d_omp, version 3.0
   COMPILED: Jan 19 2026

 INPUT FILE: 800elts.in
     TITLE1: Converted from 800elts.ts by ts2in.pl
     TITLE2: Wed Dec 24 00:00:41 2014

ELASTIC CONSTANTS:
    Shear Modulus   = 30000.000000
    Poisson's Ratio = 0.250000
    Young's Modulus = 75000.000000
    Bulk Modulus    = 50000.000000
    Lame's Lambda   = 30000.000000

NULL OUPUT VALUE = -999.000000

COEF EXCLUSION VALUE = 0.000000

CONDITION NUMBER = 88.376662


====================================================
              OBJECT: str090Dip45
ELT CENTER COORD SYS: global
====================================================

DISPLACEMENTS:

   ELT                X1C                X2C                X3C                 B1              U1(+)              U1(-)                 B2              U2(+)              U2(-)                 B3              U3(+)              U3(-) Coord Sys
    57       4166.6666667       -471.4045208       -471.4045208  -1.0522419349e-03  -6.5523204854e-04   3.9700988635e-04  -3.1026680140e-05  -3.3251462620e-05  -2.2247824798e-06   0.0000000000e+00   1.7584820898e-04   1.7584820898e-04 elocal
    58       4333.3333333       -589.2556510       -589.2556510  -1.0587082117e-03  -6.6218598284e-04   3.9652222889e-04  -2.1558130552e-05  -2.3906753579e-05  -2.3486230266e-06   0.0000000000e+00   1.6259552123e-04   1.6259552123e-04 elocal
    59       4666.6666667       -471.4045208       -471.4045208  -1.0645284736e-03  -6.6325450805e-04   4.0127396554e-04  -1.1338601068e-05  -1.2840338116e-05  -1.5017370477e-06   0.0000000000e+00   1.7785474304e-04   1.7785474304e-04 elocal
    60       4833.3333333       -589.2556510       -589.2556510  -1.0682964630e-03  -6.6837613125e-04   3.9992033180e-04  -3.6495865582e-06  -5.1149710765e-06  -1.4653845184e-06   0.0000000000e+00   1.6416828178e-04   1.6416828178e-04 elocal
    61       5166.6666667       -471.4045208       -471.4045208  -1.0666162837e-03  -6.6462505685e-04   4.0199122690e-04   8.6460671773e-06   7.8078778433e-06  -8.3818933405e-07   0.0000000000e+00   1.7805704376e-04   1.7805704376e-04 elocal
    62       5333.3333333       -589.2556510       -589.2556510  -1.0676545963e-03  -6.6785056005e-04   3.9980403627e-04   1.4415813954e-05   1.3809518333e-05  -6.0629562143e-07   0.0000000000e+00   1.6401303833e-04   1.6401303833e-04 elocal
    63       5666.6666667       -471.4045208       -471.4045208  -1.0585668692e-03  -6.5938731594e-04   3.9917955327e-04   2.8506920040e-05   2.8359504262e-05  -1.4741577774e-07   0.0000000000e+00   1.7646924157e-04   1.7646924157e-04 elocal
    64       5833.3333333       -589.2556510       -589.2556510  -1.0567430228e-03  -6.6058004356e-04   3.9616297922e-04   3.2175178503e-05   3.2486754386e-05   3.1157588300e-07   0.0000000000e+00   1.6211539703e-04   1.6211539703e-04 elocal
    65       6166.6666667       -471.4045208       -471.4045208  -1.0400624723e-03  -6.4733074267e-04   3.9273172963e-04   4.7799399862e-05   4.8461621336e-05   6.6222147381e-07   0.0000000000e+00   1.7303546563e-04   1.7303546563e-04 elocal
    66       6333.3333333       -589.2556510       -589.2556510  -1.0351219909e-03  -6.4626590453e-04   3.8885608638e-04   4.9115016058e-05   5.0495412470e-05   1.3803964121e-06   0.0000000000e+00   1.5839095115e-04   1.5839095115e-04 elocal
    67       6666.6666667       -471.4045208       -471.4045208  -1.0103574495e-03  -6.2795922649e-04   3.8239822300e-04   6.5978680938e-05   6.7678466900e-05   1.6997859618e-06   0.0000000000e+00   1.6762234873e-04   1.6762234873e-04 elocal
    68       6833.3333333       -589.2556510       -589.2556510  -1.0018827961e-03  -6.2429464538e-04   3.7758815071e-04   6.4588524550e-05   6.7303244845e-05   2.7147202956e-06   0.0000000000e+00   1.5267493305e-04   1.5267493305e-04 elocal
    69       7166.6666667       -471.4045208       -471.4045208  -9.6815519709e-04  -6.0041132427e-04   3.6774387282e-04   8.2296228509e-05   8.5405454943e-05   3.1092264341e-06   0.0000000000e+00   1.5999991323e-04   1.5999991323e-04 elocal
    70       7333.3333333       -589.2556510       -589.2556510  -9.5549009300e-04  -5.9363473359e-04   3.6185535941e-04   7.7699624011e-05   8.2170913290e-05   4.4712892796e-06   0.0000000000e+00   1.4470096159e-04   1.4470096159e-04 elocal
    71       7666.6666667       -471.4045208       -471.4045208  -9.1135251250e-04  -5.6329543085e-04   3.4805708164e-04   9.5636019914e-05   1.0073370026e-04   5.0976803442e-06   0.0000000000e+00   1.4980408464e-04   1.4980408464e-04 elocal
    72       7833.3333333       -589.2556510       -589.2556510  -8.9346007927e-04  -5.5262850667e-04   3.4083157260e-04   8.7121959144e-05   9.4004837682e-05   6.8828785378e-06   0.0000000000e+00   1.3406412775e-04   1.3406412775e-04 elocal
    73       8166.6666667       -471.4045208       -471.4045208  -8.3650158392e-04  -5.1434711670e-04   3.2215446723e-04   1.0423014807e-04   1.1221626664e-04   7.9861185766e-06   0.0000000000e+00   1.3646657534e-04   1.3646657534e-04 elocal
    74       8333.3333333       -589.2556510       -589.2556510  -8.1168696997e-04  -4.9856705508e-04   3.1311991489e-04   9.0809529497e-05   1.0113014768e-04   1.0320618187e-05   0.0000000000e+00   1.2016364200e-04   1.2016364200e-04 elocal
    75       8666.6666667       -471.4045208       -471.4045208  -7.3757154412e-04  -4.4965971810e-04   2.8791182602e-04   1.0515390262e-04   1.1745872507e-04   1.2304822450e-05   0.0000000000e+00   1.1908711385e-04   1.1908711385e-04 elocal
    76       8833.3333333       -589.2556510       -589.2556510  -7.0292204016e-04  -4.2677921310e-04   2.7614282706e-04   8.5609615129e-05   1.0101698544e-04   1.5407370310e-05   0.0000000000e+00   1.0214053664e-04   1.0214053664e-04 elocal
    77       9166.6666667       -471.4045208       -471.4045208  -6.0266574690e-04  -3.6174743281e-04   2.4091831409e-04   9.3566886148e-05   1.1254223177e-04   1.8975345619e-05   0.0000000000e+00   9.6243100529e-05   9.6243100529e-05 elocal
    78       9333.3333333       -589.2556510       -589.2556510  -5.5301819790e-04  -3.2866278459e-04   2.2435541332e-04   6.7372495876e-05   9.0539209305e-05   2.3166713429e-05   0.0000000000e+00   7.8974826246e-05   7.8974826246e-05 elocal
    79       9666.6666667       -471.4045208       -471.4045208  -4.0376661676e-04  -2.3433760041e-04   1.6942901635e-04   6.3084336180e-05   9.2780656009e-05   2.9696319829e-05   0.0000000000e+00   6.6185882631e-05   6.6185882631e-05 elocal
    80       9833.3333333       -589.2556510       -589.2556510  -3.2977106963e-04  -1.8787257738e-04   1.4189849225e-04   3.4078051668e-05   6.9465193728e-05   3.5387142060e-05   0.0000000000e+00   5.0923836525e-05   5.0923836525e-05 elocal
    81        166.6666667       -824.9579114       -824.9579114  -3.2386293647e-04  -1.8696094985e-04   1.3690198662e-04  -2.3229982394e-05  -5.3114601080e-05  -2.9884618685e-05   0.0000000000e+00   5.3993865348e-05   5.3993865348e-05 elocal
    82        333.3333333       -942.8090416       -942.8090416  -3.8750434768e-04  -2.2743651954e-04   1.6006782814e-04  -1.8849631477e-05  -4.6591791311e-05  -2.7742159835e-05   0.0000000000e+00   5.5605386607e-05   5.5605386607e-05 elocal
    83        666.6666667       -824.9579114       -824.9579114  -5.3884233581e-04  -3.1946561066e-04   2.1937672514e-04  -3.8278222300e-05  -6.2590236231e-05  -2.4312013931e-05   0.0000000000e+00   8.0193547281e-05   8.0193547281e-05 elocal
    84        833.3333333       -942.8090416       -942.8090416  -5.7876445375e-04  -3.4621795726e-04   2.3254649649e-04  -3.1641893777e-05  -5.4265433726e-05  -2.2623539949e-05   0.0000000000e+00   7.6702712154e-05   7.6702712154e-05 elocal
    85       1166.6666667       -824.9579114       -824.9579114  -6.8807439965e-04   2.7176738891e-04   9.5984178857e-04  -4.9605434547e-05  -1.9822586017e-05   2.9782848530e-05   0.0000000000e+00   1.0350325632e-04   1.0350325632e-04 elocal
    86       1333.3333333       -942.8090416       -942.8090416  -7.1677947765e-04  -4.3542690293e-04   2.8135257472e-04  -4.0875673251e-05  -5.9343378201e-05  -1.8467704950e-05   0.0000000000e+00   9.5734130987e-05   9.5734130987e-05 elocal
    87       1666.6666667       -824.9579114       -824.9579114  -7.9919056429e-04  -4.8960493182e-04   3.0958563247e-04  -5.4982804487e-05  -7.1026562071e-05  -1.6043757584e-05   0.0000000000e+00   1.2260178101e-04   1.2260178101e-04 elocal
    88       1833.3333333       -942.8090416       -942.8090416  -8.2095880685e-04  -5.0376159115e-04   3.1719721569e-04  -4.5080418617e-05  -6.0063179937e-05  -1.4982761321e-05   0.0000000000e+00   1.1161366667e-04   1.1161366667e-04 elocal
    89       2166.6666667       -824.9579114       -824.9579114  -8.8379719969e-04  -5.4567943185e-04   3.3811776783e-04  -5.4661990528e-05  -6.7516474207e-05  -1.2854483678e-05   0.0000000000e+00   1.3774319487e-04   1.3774319487e-04 elocal
    90       2333.3333333       -942.8090416       -942.8090416  -9.0065567484e-04  -5.5629722295e-04   3.4435845189e-04  -4.4471197260e-05  -5.6509490811e-05  -1.2038293551e-05   0.0000000000e+00   1.2438519660e-04   1.2438519660e-04 elocal
    91       2666.6666667       -824.9579114       -824.9579114  -9.4843844987e-04  -5.8855836450e-04   3.5988008537e-04  -4.9808689515e-05  -5.9966986074e-05  -1.0158296559e-05   0.0000000000e+00   1.4950638780e-04   1.4950638780e-04 elocal
    92       2833.3333333       -942.8090416       -942.8090416  -9.6144191528e-04  -5.9641289833e-04   3.6502901695e-04  -3.9979695580e-05  -4.9498005045e-05  -9.5183094656e-06   0.0000000000e+00   1.3438110931e-04   1.3438110931e-04 elocal
    93       3166.6666667       -824.9579114       -824.9579114  -9.9709491259e-04  -6.2082228519e-04   3.7627262740e-04  -4.1626721370e-05  -4.9476701742e-05  -7.8499803724e-06   0.0000000000e+00   1.5840556715e-04   1.5840556715e-04 elocal
    94       3333.3333333       -942.8090416       -942.8090416  -1.0068281550e-03  -6.2635038952e-04   3.8047776548e-04  -3.2601637488e-05  -3.9920025419e-05  -7.3183879307e-06   0.0000000000e+00   1.4194036521e-04   1.4194036521e-04 elocal
    95       3666.6666667       -824.9579114       -824.9579114  -1.0322772998e-03  -6.4413764387e-04   3.8813965595e-04  -3.1117301773e-05  -3.6946240399e-05  -5.8289386260e-06   0.0000000000e+00   1.6482767540e-04   1.6482767540e-04 elocal
    96       3833.3333333       -942.8090416       -942.8090416  -1.0390705670e-03  -6.4758673103e-04   3.9148383592e-04  -2.3200482296e-05  -2.8547984206e-05  -5.3475019105e-06   0.0000000000e+00   1.4733457234e-04   1.4733457234e-04 elocal
